domain,title,url
catallaxyfiles.com,Bill Muehlenberg: COVID-1984 and the Morrison App,https://catallaxyfiles.com/2020/05/04/bill-muehlenberg-covid-1984-and-the-morrison-app/
catallaxyfiles.com,Maybe not – Covid-19 and New York city,https://catallaxyfiles.com/2020/04/12/maybe-not-covid-19-and-new-york-city/
catallaxyfiles.com,On Coase and COVID-19,https://catallaxyfiles.com/2020/04/26/on-coase-and-covid-19/
catallaxyfiles.com,Covid-19 and the tourist industry,https://catallaxyfiles.com/2020/05/05/covid-19-and-the-tourist-industry/
catallaxyfiles.com,Deirdre McCloskey on COVID-19 and Statism,https://catallaxyfiles.com/2020/05/22/deirdre-mccloskey-on-covid-19-and-statism/
catallaxyfiles.com,Lord Sumption on COVID-19 and the State,https://catallaxyfiles.com/2020/05/17/lord-sumption-on-covid-19-and-the-state/
catallaxyfiles.com,Covid-19 report from Latvia,https://catallaxyfiles.com/2020/04/28/covid-19-report-from-latvia/
catallaxyfiles.com,Vascular aspects of Covid-19,https://catallaxyfiles.com/2020/04/12/vascular-aspects-of-covid-19/
catallaxyfiles.com,Deregulation measures post COVID-19 offer opportunities for greater prosperity – will we take them?,https://catallaxyfiles.com/2020/04/16/deregulation-measures-post-covid-19-offer-opportunities-for-greater-prosperity-will-we-take-them/
catallaxyfiles.com,A COVID-19 economic recovery program,https://catallaxyfiles.com/2020/04/23/a-covid-19-economic-recovery-program/
catallaxyfiles.com,Patrick Basham: COVID-19 WHO is to blame?,https://catallaxyfiles.com/2020/03/28/patrick-basham-covid-19-who-is-to-blame/
catallaxyfiles.com,Epidemiology of Covid-19 in Europe,https://catallaxyfiles.com/2020/04/04/epidemiology-of-covid-19-in-europe/
catallaxyfiles.com,John Comnenus: Never Again – What we must learn from COVID-19,https://catallaxyfiles.com/2020/04/08/john-comnenus-never-again-what-we-must-learn-from-covid-19/
catallaxyfiles.com,RE will kill us if Covid-19 doesn’t!,https://catallaxyfiles.com/2020/04/01/re-will-kill-us-if-covid-19-doesnt/
catallaxyfiles.com,What they said: COVID-19 edition,https://catallaxyfiles.com/2020/03/31/what-they-said-covid-19-edition/
catallaxyfiles.com,COVID-19 Information,https://catallaxyfiles.com/2020/03/24/covid-19-dashboards/
catallaxyfiles.com,After Covid-19. The Renewable Energy virus,https://catallaxyfiles.com/2020/03/29/after-covid-19-the-renewable-energy-virus/
catallaxyfiles.com,A COVID-19 positive – No bigger picture,https://catallaxyfiles.com/2020/03/23/a-covid-19-positive-no-bigger-picture/
catallaxyfiles.com,The Art of War and the Battle of COVID-19,https://catallaxyfiles.com/2020/04/06/the-art-of-war-and-the-battle-of-covid-19/
catallaxyfiles.com,Yuval Noah Harari on the world after COVID-19,https://catallaxyfiles.com/2020/03/25/yuval-noah-harari-on-the-world-after-covid-19/
catallaxyfiles.com,During the Covid-19 crisis,https://catallaxyfiles.com/2020/03/23/during-the-covid-19-crisis/
catallaxyfiles.com,Pudding Lane Theory,https://catallaxyfiles.com/2020/06/06/pudding-lane-theory/
catallaxyfiles.com,That’s just dumb,https://catallaxyfiles.com/2020/06/08/thats-just-dumb/
catallaxyfiles.com,As hordes of left-wing extremists illegally take to the streets – risking the lives of thousands (courts and experts say) …,https://catallaxyfiles.com/2020/06/12/as-hordes-of-left-wing-extremists-illegally-take-to-the-streets-risking-the-lives-of-thousands-courts-and-experts-say/
catallaxyfiles.com,Towards zero emissions in New South Wales,https://catallaxyfiles.com/2020/06/08/towards-zero-emissions-in-new-south-wales/
catallaxyfiles.com,A voice to parliament is tantamount to mob rule,https://catallaxyfiles.com/2020/06/10/a-voice-to-parliament-is-tantamount-to-mob-rule/
catallaxyfiles.com,Led by credulous morons,https://catallaxyfiles.com/2020/06/06/led-by-credulous-morons/
catallaxyfiles.com,Alan Reynolds: The Misleading Arithmetic of COVID-19 Death Rates,https://catallaxyfiles.com/2020/03/06/alan-reynolds-the-misleading-arithmetic-of-covid-19-death-rates/
catallaxyfiles.com,Democrat bill would have exposed US to COVID-19,https://catallaxyfiles.com/2020/03/15/democrats-wanted-to-flood-us-with-covid-19/
catallaxyfiles.com,Jeffrey Tucker: Why this Draconian Response to COVID-19?,https://catallaxyfiles.com/2020/03/09/jeffrey-tucker-why-this-draconian-response-to-covid-19/
catallaxyfiles.com,The Lancet retracts anti-hydroxychloroquine paper,https://catallaxyfiles.com/2020/06/06/the-lancet-retracts-anti-hydroxychloroquine-paper/
catallaxyfiles.com,The Nathan Turner Scandal,https://catallaxyfiles.com/2020/06/02/the-nathan-turner-scandal/
catallaxyfiles.com,Is a COVID based slump causing an energy policy re-think?,https://catallaxyfiles.com/2020/06/02/is-a-covid-based-slump-causing-an-energy-policy-re-think/
catallaxyfiles.com,Victorian government decides that Black Lives Don’t Matter,https://catallaxyfiles.com/2020/06/03/victorian-government-decides-that-black-lives-dont-matter/
catallaxyfiles.com,Sweden has “got quite a long way to the same effect”,https://catallaxyfiles.com/2020/06/03/sweden-has-got-quite-a-long-way-to-the-same-effect/
catallaxyfiles.com,Demands,https://catallaxyfiles.com/2020/05/31/demands/
catallaxyfiles.com,David Bidstrup: Excuse me while I vomit.,https://catallaxyfiles.com/2020/06/04/david-bidstrup-excuse-me-while-i-vomit-2/
catallaxyfiles.com,Boris G: Were lockdowns justified? What’s the reference?,https://catallaxyfiles.com/2020/06/04/boris-g-were-lockdowns-justified-whats-the-reference/
catallaxyfiles.com,Their cause is idiotic but I defend their right to assemble,https://catallaxyfiles.com/2020/06/05/their-cause-is-idiotic-but-i-defend-their-right-to-assemble/
catallaxyfiles.com,Who works for whom,https://catallaxyfiles.com/2020/05/29/who-works-for-whom/
catallaxyfiles.com,But why should we steer the economy away from carbon?,https://catallaxyfiles.com/2020/05/22/but-why-should-we-steer-the-economy-away-from-carbon/
catallaxyfiles.com,“More people will die from the measures than from the virus”,https://catallaxyfiles.com/2020/05/23/more-people-will-die-from-the-measures-than-from-the-virus/
catallaxyfiles.com,JP Morgan study demolishes virus lockdown voodoo,https://catallaxyfiles.com/2020/05/23/jp-morgan-study-demolishes-virus-lockdown-voodoo/
catallaxyfiles.com,"Patient: Bloggs, William. Age: 47. Next of kin: Mary Bloggs. CoD: inhalation of Polly Waffle wafer. Weather: Fine, 33.6",https://catallaxyfiles.com/2020/05/24/patient-bloggs-william-age-47-next-of-kin-mary-bloggs-cod-inhalation-of-polly-waffle-wafer-weather-fine-33-6/
catallaxyfiles.com,ABC ladies’ briefs,https://catallaxyfiles.com/2020/05/24/abc-ladies-briefs/
catallaxyfiles.com,The price of ignorance,https://catallaxyfiles.com/2020/05/23/the-price-of-ignorance/
catallaxyfiles.com,Multi-billion dollar Beijing deal,https://catallaxyfiles.com/2020/05/21/multi-billion-dollar-beijing-deal/
catallaxyfiles.com,Jeannette Airlines,https://catallaxyfiles.com/2020/05/28/jeannette-airlines/
catallaxyfiles.com,When schadenfreude backfires,https://catallaxyfiles.com/2020/05/25/when-schadenfreude-backfires/
catallaxyfiles.com,Was this in the Magna Carta?,https://catallaxyfiles.com/2020/05/29/was-this-in-the-magna-carta/
catallaxyfiles.com,The Essential,https://catallaxyfiles.com/2020/05/21/the-essential/
catallaxyfiles.com,Socialist distancing,https://catallaxyfiles.com/2020/05/16/socialist-distancing/
catallaxyfiles.com,Beware the ‘experts’,https://catallaxyfiles.com/2020/05/19/beware-the-experts/
catallaxyfiles.com,The post-COVID world will be different,https://catallaxyfiles.com/2020/05/16/the-post-covid-world-will-be-different/
catallaxyfiles.com,"Churchill, Nightingale, Florey, Schindler … Palaszczuk",https://catallaxyfiles.com/2020/05/19/churchill-nightingale-florey-schindler-palaszczuk/
catallaxyfiles.com,What if this was just a practice run?,https://catallaxyfiles.com/2020/05/20/what-if-this-was-just-a-practice-run/
catallaxyfiles.com,These two reports explain a lot,https://catallaxyfiles.com/2020/05/16/these-two-reports-explain-a-lot/
catallaxyfiles.com,Gotham love-match sours – heartbreak for Jimmy’s sister,https://catallaxyfiles.com/2020/05/16/gotham-love-match-sours-heartbreak-for-jimmys-sister/
catallaxyfiles.com,Absurd and offensive,https://catallaxyfiles.com/2020/05/19/absurd-and-offensive/
catallaxyfiles.com,Worship bans ruled “seriously and manifestly illegal”,https://catallaxyfiles.com/2020/05/20/worship-bans-ruled-seriously-and-manifestly-illegal/
catallaxyfiles.com,Darcy Allen and Aaron Lane: How to Unfreeze the Post-Pandemic Economy,https://catallaxyfiles.com/2020/05/11/darcy-allen-and-aaron-lane-how-to-unfreeze-the-post-pandemic-economy/
catallaxyfiles.com,Super Blooper,https://catallaxyfiles.com/2020/05/09/super-blooper/
catallaxyfiles.com,A Trojan Horse’s Ass,https://catallaxyfiles.com/2020/05/12/a-trojan-horses-ass/
catallaxyfiles.com,No good deed goes unpunished.,https://catallaxyfiles.com/2020/05/08/no-good-deed-goes-unpunished/
catallaxyfiles.com,Peter O’Brien: Re-education of the People,https://catallaxyfiles.com/2020/05/07/peter-obrien-re-education-of-the-people/
catallaxyfiles.com,Troy has been weighed and found wanting,https://catallaxyfiles.com/2020/05/13/troy-has-been-weighed-and-found-wanting/
catallaxyfiles.com,Socialists never let opportunities go to waste,https://catallaxyfiles.com/2020/05/06/socialists-never-let-opportunities-go-to-waste/
catallaxyfiles.com,Running dangerously low on political oxygen.,https://catallaxyfiles.com/2020/05/15/running-dangerously-low-on-political-oxygen/
catallaxyfiles.com,The corona virus agenda,https://catallaxyfiles.com/2020/05/14/the-corona-virus-agenda/
catallaxyfiles.com,Jim Barber on Australian universities,https://catallaxyfiles.com/2020/05/15/jim-barber-on-australian-universities/
catallaxyfiles.com,It’s not just the leaders on the left but their flock of followers,https://catallaxyfiles.com/2020/05/03/its-not-just-the-leaders-on-the-left-but-their-flock-of-followers/
catallaxyfiles.com,While lamenting the dirtiness of Australians again …,https://catallaxyfiles.com/2020/05/04/while-lamenting-the-dirtiness-of-australians-again/
catallaxyfiles.com,Group of Eight unis to the rescue,https://catallaxyfiles.com/2020/04/29/group-of-eight-unis-to-the-rescue/
catallaxyfiles.com,Does anyone really think the Wuhan virus didn’t start in Wuhan?,https://catallaxyfiles.com/2020/05/04/does-anyone-really-think-the-wuhan-virus-didnt-start-in-wuhan/
catallaxyfiles.com,Western Civilisation: O’Doherty & Waters For The Defence,https://catallaxyfiles.com/2020/05/06/western-civilisation-odoherty-waters-for-the-defence/
catallaxyfiles.com,"It wasn’t the flu, it was YOU",https://catallaxyfiles.com/2020/05/05/it-wasnt-the-flu-it-was-you/
catallaxyfiles.com,Lessons from the Pandemic about Climate Change,https://catallaxyfiles.com/2020/05/01/lessons-from-the-pandemic-about-climate-change/
catallaxyfiles.com,App Zealot Loses Round One But Others Will Punch On,https://catallaxyfiles.com/2020/04/29/app-zealot-loses-round-one-but-others-will-punch-on/
catallaxyfiles.com,The Hateful Eight,https://catallaxyfiles.com/2020/05/04/the-hateful-eight/
catallaxyfiles.com,How washed up hippies and panic wrecked the country,https://catallaxyfiles.com/2020/05/03/how-washed-up-hippies-and-panic-wrecked-the-country/
catallaxyfiles.com,Lots of recoveries raises lots of questions,https://catallaxyfiles.com/2020/04/26/lots-of-recoveries-raises-lots-of-questions/
catallaxyfiles.com,The media can get away with it because their audiences are desperate to believe what they are told,https://catallaxyfiles.com/2020/04/27/the-media-can-get-away-with-it-because-their-audiences-are-desperate-to-believe-what-they-are-told/
catallaxyfiles.com,Virus naughty at the beach but miraculously placid in schools,https://catallaxyfiles.com/2020/04/26/virus-naughty-at-the-beach-but-miraculously-placid-in-schools/
catallaxyfiles.com,A man in his 90s has died. Round up the usual beachgoers,https://catallaxyfiles.com/2020/04/26/a-man-in-his-90s-has-died-round-up-the-usual-beachgoers/
catallaxyfiles.com,Holland invades Germany in bold overnight raid,https://catallaxyfiles.com/2020/04/27/holland-invades-germany-in-bold-overnight-raid/
catallaxyfiles.com,In the hands of idiots,https://catallaxyfiles.com/2020/04/26/in-the-hands-of-idiots/
catallaxyfiles.com,David Bidstrup: Stick your app ScoMo.,https://catallaxyfiles.com/2020/04/28/david-bidstrup-stick-your-app-scomo/
catallaxyfiles.com,Mater: A Symbol of Servitude,https://catallaxyfiles.com/2020/04/25/mater-a-symbol-of-servitude/
catallaxyfiles.com,Privacy – the difference between private and government,https://catallaxyfiles.com/2020/04/27/privacy-the-difference-between-private-and-government/
catallaxyfiles.com,A cure that’s a) worse than the disease; and b) not even a cure,https://catallaxyfiles.com/2020/04/28/a-cure-thats-a-worse-than-the-disease-and-b-not-even-a-cure/
catallaxyfiles.com,Is this dumb or what ?,https://catallaxyfiles.com/2020/04/25/is-this-dumb-or-what/
catallaxyfiles.com,"The C Was Angry That Day, My Friends",https://catallaxyfiles.com/2020/04/24/the-c-was-angry-that-day-my-friends/
catallaxyfiles.com,“Australia’s Chief Medical Officer stifled giggles”,https://catallaxyfiles.com/2020/04/24/girl-power-australias-chief-medical-officer-stifled-giggles/
catallaxyfiles.com,Coronavirus: Return to sender — economists’ letter is gibberish,https://catallaxyfiles.com/2020/04/23/coronavirus-return-to-sender-economists-letter-is-gibberish/
catallaxyfiles.com,I stand with Gigi,https://catallaxyfiles.com/2020/04/21/i-stand-with-gigi/
catallaxyfiles.com,Alarmism and political ass covering is about the only thing that has gone viral in this pandemic.,https://catallaxyfiles.com/2020/04/22/alarmism-and-political-ass-covering-is-about-the-only-thing-that-has-gone-viral-in-this-pandemic/
catallaxyfiles.com,More rave reviews for Michael Moore and The Planet of the Humans,https://catallaxyfiles.com/2020/04/24/more-rave-reviews-for-michael-moore-and-the-planet-of-the-humans/
catallaxyfiles.com,Lucky country no more,https://catallaxyfiles.com/2020/04/22/lucky-country-no-more/
catallaxyfiles.com,The app to automate contact tracing,https://catallaxyfiles.com/2020/04/24/114846/
catallaxyfiles.com,Autocrats of the world arise…,https://catallaxyfiles.com/2020/04/25/autocrats-of-the-world-arise/
catallaxyfiles.com,Time to open our economies and restore our freedoms,https://catallaxyfiles.com/2020/04/17/time-to-open-our-economies-up-and-restore-our-freedoms/
catallaxyfiles.com,They’re Poxy But Good: Has Volvo Land Beclowned The World?,https://catallaxyfiles.com/2020/04/20/theyre-poxy-but-good-has-volvo-land-beclowned-the-world/
catallaxyfiles.com,When will this lock,https://catallaxyfiles.com/2020/04/15/when-will-this-lockupdown-end/
catallaxyfiles.com,Bill Muehlenberg: Corona Alarmism and Fudged Figures,https://catallaxyfiles.com/2020/04/15/bill-muehlenberg-corona-alarmism-and-fudged-figures/
catallaxyfiles.com,Something to remind us how repulsive the left actually is,https://catallaxyfiles.com/2020/04/18/something-to-remind-us-how-repulsive-the-left-actually-is/
catallaxyfiles.com,Wait A Minute,https://catallaxyfiles.com/2020/04/19/wait-a-minute/
catallaxyfiles.com,"Public servants the same as life-saving nurses, says Morrison",https://catallaxyfiles.com/2020/04/15/public-servants-the-same-as-life-saving-nurses-says-morrison/
